Site,Depth (m),Morphotaxa,Bleaching Score 2019,Bleaching Score 2020,Bleaching Score difference between 2019 and 2020
BB,6,LeptastreaEncrusting,1,1,0
BB,6,LeptastreaEncrusting,1,1,0
BB,6,LeptastreaEncrusting,1,1,0
BB,6,LeptastreaEncrusting,1,1,0
BB,6,LeptastreaEncrusting,1,6,-5
SBSR,6,LeptastreaEncrusting,1,1,0
SBSR,6,LeptastreaEncrusting,1,1,0
SBSR,6,LeptastreaEncrusting,1,1,0
TT,6,LeptastreaEncrusting,1,1,0
TT,6,LeptastreaEncrusting,1,1,0
TT,6,LeptastreaEncrusting,1,1,0
TT,6,LeptastreaEncrusting,1,1,0
TT,6,LeptastreaEncrusting,1,1,0
TT,6,LeptastreaEncrusting,1,1,0
TT,6,LeptastreaEncrusting,1,1,0
TT,6,LeptastreaEncrusting,1,1,0
TT,6,LeptastreaEncrusting,1,1,0
TT,6,LeptastreaEncrusting,1,1,0
TT,6,LeptastreaEncrusting,1,1,0
TT,6,LeptastreaEncrusting,1,1,0
TT,6,LeptastreaEncrusting,1,1,0
TT,6,LeptastreaEncrusting,1,3,-2
BB,12,LeptastreaEncrusting,1,1,0
BB,12,LeptastreaEncrusting,1,1,0
BB,12,LeptastreaEncrusting,1,1,0
BB,12,LeptastreaEncrusting,1,1,0
BB,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
TT,12,LeptastreaEncrusting,1,1,0
BB,12,LeptoriaSubmassive,1,1,0
BB,6,LobophylliaSubmassive,1,1,0
BB,6,LobophylliaSubmassive,2,1,1
SBHR,6,LobophylliaSubmassive,2,3,-1
TT,6,LobophylliaSubmassive,1,1,0
TT,6,LobophylliaSubmassive,1,1,0
TT,6,LobophylliaSubmassive,1,1,0
TT,6,LobophylliaSubmassive,1,1,0
TT,6,LobophylliaSubmassive,1,1,0
TT,6,LobophylliaSubmassive,1,1,0
TT,6,LobophylliaSubmassive,1,1,0
TT,6,LobophylliaSubmassive,1,1,0
TT,6,LobophylliaSubmassive,2,1,1
BB,12,LobophylliaSubmassive,1,1,0
BB,12,LobophylliaSubmassive,1,1,0
BB,12,LobophylliaSubmassive,1,1,0
BB,12,LobophylliaSubmassive,2,1,1
SBHR,12,LobophylliaSubmassive,1,1,0
TT,12,LobophylliaSubmassive,1,1,0
TT,12,LobophylliaSubmassive,1,1,0
TT,12,LobophylliaSubmassive,1,1,0
TT,12,LobophylliaSubmassive,2,1,1
TT,12,LobophylliaSubmassive,2,1,1
TT,12,LobophylliaSubmassive,2,3,-1
BB,6,MerulinaEncrusting,1,1,0
BB,12,MerulinaEncrusting,3,1,2
BB,12,MerulinaEncrusting,6,1,5
TT,12,MerulinaEncrusting,1,1,0
TT,12,MerulinaEncrusting,3,1,2
BB,6,MontiporaEncrusting,1,1,0
BB,6,MontiporaEncrusting,1,1,0
BB,6,MontiporaEncrusting,1,1,0
TT,6,MontiporaEncrusting,2,1,1
TT,6,MontiporaEncrusting,6,2,4
BB,6,MontiporaVase,1,1,0
BB,6,MontiporaVase,1,1,0
BB,6,MontiporaVase,1,1,0
BB,6,MontiporaVase,1,1,0
BB,6,MontiporaVase,1,1,0
BB,6,MontiporaVase,1,1,0
BB,6,MontiporaVase,1,1,0
BB,6,MontiporaVase,1,1,0
BB,6,MontiporaVase,1,1,0
BB,6,MontiporaVase,1,1,0
BB,6,MontiporaVase,1,1,0
BB,6,MontiporaVase,1,1,0
BB,6,MontiporaVase,1,1,0
BB,6,MontiporaVase,1,1,0
BB,6,MontiporaVase,1,1,0
BB,6,MontiporaVase,1,1,0
BB,6,MontiporaVase,1,1,0
BB,6,MontiporaVase,1,1,0
BB,6,MontiporaVase,1,1,0
BB,6,MontiporaVase,1,1,0
BB,6,MontiporaVase,1,1,0
BB,6,MontiporaVase,2,1,1
BB,6,MontiporaVase,2,1,1
BB,6,MontiporaVase,2,1,1
BB,6,MontiporaVase,2,1,1
BB,6,MontiporaVase,2,1,1
BB,6,MontiporaVase,2,2,0
BB,6,MontiporaVase,2,3,-1
BB,6,MontiporaVase,4,3,1
SBSR,6,MontiporaVase,4,1,3
BB,12,MontiporaVase,1,1,0
BB,12,MontiporaVase,1,1,0
BB,12,OulophylliaMassive,1,1,0
BB,12,OulophylliaMassive,1,1,0
BB,12,OulophylliaMassive,2,1,1
BB,6,PachyserisEncrusting,1,1,0
TT,6,PavonaEncrusting,1,1,0
TT,6,PavonaEncrusting,1,1,0
SBHR,12,PavonaEncrusting,1,1,0
TT,12,PavonaEncrusting,1,1,0
TT,12,PavonaEncrusting,1,1,0
TT,12,PavonaEncrusting,1,1,0
BB,6,PavonaFoliose,1,1,0
BB,6,PavonaFoliose,1,1,0
BB,6,PavonaFoliose,1,1,0
BB,6,PavonaFoliose,1,1,0
BB,6,PavonaFoliose,1,1,0
BB,6,PavonaFoliose,1,1,0
BB,6,PavonaFoliose,1,1,0
BB,6,PavonaFoliose,1,1,0
SBHR,6,PavonaFoliose,1,1,0
SBHR,6,PavonaFoliose,1,1,0
SBHR,6,PavonaFoliose,1,1,0
SBHR,6,PavonaFoliose,1,1,0
SBHR,6,PavonaFoliose,1,1,0
SBHR,6,PavonaFoliose,1,1,0
SBHR,6,PavonaFoliose,1,1,0
SBHR,6,PavonaFoliose,1,1,0
SBHR,6,PavonaFoliose,1,1,0
SBHR,6,PavonaFoliose,1,1,0
SBHR,6,PavonaFoliose,1,1,0
SBHR,6,PavonaFoliose,1,1,0
SBHR,6,PavonaFoliose,1,1,0
SBHR,6,PavonaFoliose,1,1,0
SBHR,6,PavonaFoliose,1,1,0
SBHR,6,PavonaFoliose,1,3,-2
SBHR,6,PavonaFoliose,1,3,-2
SBHR,6,PavonaFoliose,1,3,-2
SBHR,6,PavonaFoliose,1,3,-2
SBHR,6,PavonaFoliose,1,3,-2
SBHR,6,PavonaFoliose,1,5,-4
SBHR,6,PavonaFoliose,1,5,-4
SBHR,6,PavonaFoliose,1,5,-4
SBHR,6,PavonaFoliose,1,5,-4
SBHR,6,PavonaFoliose,1,5,-4
SBHR,6,PavonaFoliose,1,5,-4
SBHR,6,PavonaFoliose,1,6,-5
SBHR,6,PavonaFoliose,4,6,-2
SBHR,6,PavonaFoliose,4,6,-2
SBSR,6,PavonaFoliose,1,1,0
SBSR,6,PavonaFoliose,3,1,2
SBSR,6,PavonaFoliose,3,1,2
SBSR,6,PavonaFoliose,3,1,2
SBSR,6,PavonaFoliose,3,1,2
SBSR,6,PavonaFoliose,5,1,4
SBSR,6,PavonaFoliose,5,1,4
SBSR,6,PavonaFoliose,5,1,4
SBSR,6,PavonaFoliose,6,1,5
SBHR,12,PavonaFoliose,1,1,0
SBHR,12,PavonaFoliose,1,1,0
SBHR,12,PavonaFoliose,1,1,0
SBHR,12,PavonaFoliose,1,1,0
SBHR,12,PavonaFoliose,1,1,0
SBHR,12,PavonaFoliose,4,1,3
SBHR,12,PavonaFoliose,6,1,5
SBHR,12,PavonaFoliose,6,1,5
SBHR,12,PavonaFoliose,6,1,5
SBHR,12,PavonaFoliose,6,1,5
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,3,3
SBHR,12,PavonaFoliose,6,5,1
SBHR,12,PavonaFoliose,6,5,1
SBHR,12,PavonaFoliose,6,5,1
SBHR,12,PavonaFoliose,6,5,1
SBHR,12,PavonaFoliose,6,5,1
SBHR,12,PavonaFoliose,6,5,1
SBHR,12,PavonaFoliose,6,5,1
SBHR,12,PavonaFoliose,6,5,1
SBHR,12,PavonaFoliose,6,5,1
SBHR,12,PavonaFoliose,6,5,1
TT,12,PavonaFoliose,1,1,0
TT,12,PavonaFoliose,1,1,0
TT,12,PavonaFoliose,6,1,5
SBHR,6,PhysiogyraSubmassive,1,1,0
BB,6,PlatygyraEncrusting,1,1,0
BB,6,PlatygyraEncrusting,1,1,0
BB,6,PlatygyraEncrusting,2,2,0
TT,6,PlatygyraEncrusting,2,1,1
BB,12,PlatygyraEncrusting,1,1,0
BB,6,PlatygyraSubmassive,2,1,1
BB,6,PlatygyraSubmassive,2,1,1
BB,6,PlatygyraSubmassive,2,1,1
BB,6,PlatygyraSubmassive,2,1,1
BB,6,PlatygyraSubmassive,2,1,1
BB,6,PlatygyraSubmassive,2,1,1
BB,6,PlatygyraSubmassive,2,2,0
BB,6,PlatygyraSubmassive,2,2,0
BB,6,PlatygyraSubmassive,2,2,0
BB,6,PlatygyraSubmassive,2,2,0
BB,6,PlatygyraSubmassive,2,2,0
BB,6,PlatygyraSubmassive,2,2,0
BB,6,PlatygyraSubmassive,2,2,0
BB,6,PlatygyraSubmassive,6,2,4
TT,6,PlatygyraSubmassive,1,1,0
TT,6,PlatygyraSubmassive,1,1,0
TT,6,PlatygyraSubmassive,1,1,0
TT,6,PlatygyraSubmassive,2,1,1
TT,6,PlatygyraSubmassive,2,1,1
TT,6,PlatygyraSubmassive,2,1,1
TT,6,PlatygyraSubmassive,2,1,1
TT,6,PlatygyraSubmassive,2,1,1
TT,6,PlatygyraSubmassive,2,2,0
TT,6,PlatygyraSubmassive,3,2,1
TT,6,PlatygyraSubmassive,4,2,2
TT,6,PlatygyraSubmassive,5,2,3
TT,6,PlatygyraSubmassive,6,2,4
TT,6,PlatygyraSubmassive,6,2,4
TT,6,PlatygyraSubmassive,6,3,3
BB,12,PlatygyraSubmassive,1,1,0
BB,12,PlatygyraSubmassive,1,1,0
BB,12,PlatygyraSubmassive,1,1,0
BB,12,PlatygyraSubmassive,1,1,0
BB,12,PlatygyraSubmassive,1,1,0
BB,12,PlatygyraSubmassive,1,1,0
BB,12,PlatygyraSubmassive,2,1,1
BB,12,PlatygyraSubmassive,2,1,1
BB,12,PlatygyraSubmassive,2,1,1
BB,12,PlatygyraSubmassive,2,1,1
BB,12,PlatygyraSubmassive,2,2,0
BB,12,PlatygyraSubmassive,2,2,0
BB,12,PlatygyraSubmassive,3,2,1
BB,12,PlatygyraSubmassive,4,2,2
BB,12,PlatygyraSubmassive,5,2,3
SBHR,12,PlatygyraSubmassive,1,1,0
TT,12,PlatygyraSubmassive,1,1,0
TT,12,PlatygyraSubmassive,2,1,1
TT,12,PlatygyraSubmassive,2,1,1
TT,12,PlatygyraSubmassive,2,1,1
TT,12,PlatygyraSubmassive,2,1,1
TT,12,PlatygyraSubmassive,2,1,1
TT,12,PlatygyraSubmassive,3,1,2
TT,12,PlatygyraSubmassive,3,1,2
TT,12,PlatygyraSubmassive,6,1,5
TT,12,PlatygyraSubmassive,6,1,5
TT,12,PlatygyraSubmassive,6,2,4
BB,6,PocilloporaCorymbose,1,1,0
BB,6,PocilloporaCorymbose,2,1,1
BB,6,PocilloporaCorymbose,2,1,1
BB,6,PocilloporaCorymbose,2,3,-1
BB,6,PocilloporaCorymbose,2,3,-1
BB,6,PocilloporaCorymbose,2,3,-1
BB,6,PocilloporaCorymbose,2,3,-1
BB,6,PocilloporaCorymbose,2,5,-3
SBHR,6,PocilloporaCorymbose,1,1,0
SBHR,6,PocilloporaCorymbose,1,1,0
SBHR,6,PocilloporaCorymbose,1,1,0
SBHR,6,PocilloporaCorymbose,6,1,5
SBSR,6,PocilloporaCorymbose,1,1,0
SBSR,6,PocilloporaCorymbose,1,1,0
SBSR,6,PocilloporaCorymbose,6,1,5
SBSR,6,PocilloporaCorymbose,6,1,5
TT,6,PocilloporaCorymbose,1,1,0
TT,6,PocilloporaCorymbose,1,1,0
TT,6,PocilloporaCorymbose,1,1,0
TT,6,PocilloporaCorymbose,1,1,0
TT,6,PocilloporaCorymbose,4,1,3
BB,12,PocilloporaCorymbose,1,3,-2
BB,12,PocilloporaCorymbose,6,3,3
BB,12,PocilloporaCorymbose,6,5,1
TT,6,PoritesEncrusting,1,1,0
TT,6,PoritesEncrusting,1,1,0
TT,6,PoritesEncrusting,1,1,0
TT,6,PoritesEncrusting,1,1,0
TT,6,PoritesEncrusting,1,1,0
TT,6,PoritesEncrusting,1,1,0
TT,6,PoritesEncrusting,1,1,0
TT,6,PoritesEncrusting,1,1,0
TT,6,PoritesEncrusting,1,1,0
TT,6,PoritesEncrusting,1,1,0
TT,6,PoritesEncrusting,1,1,0
TT,6,PoritesEncrusting,1,1,0
TT,6,PoritesEncrusting,1,1,0
TT,6,PoritesEncrusting,1,1,0
TT,6,PoritesEncrusting,5,1,4
TT,6,PoritesEncrusting,6,1,5
TT,6,PoritesEncrusting,6,1,5
TT,6,PoritesEncrusting,6,1,5
TT,6,PoritesEncrusting,6,1,5
TT,6,PoritesEncrusting,6,1,5
TT,6,PoritesEncrusting,6,1,5
TT,6,PoritesEncrusting,6,1,5
TT,6,PoritesEncrusting,6,1,5
TT,6,PoritesEncrusting,6,1,5
TT,6,PoritesEncrusting,6,1,5
BB,12,PoritesEncrusting,1,1,0
BB,12,PoritesEncrusting,3,1,2
BB,12,PoritesEncrusting,3,1,2
BB,12,PoritesEncrusting,4,1,3
BB,12,PoritesEncrusting,4,1,3
BB,12,PoritesEncrusting,4,1,3
BB,12,PoritesEncrusting,6,1,5
TT,12,PoritesEncrusting,1,1,0
TT,12,PoritesEncrusting,1,1,0
TT,12,PoritesEncrusting,1,1,0
TT,12,PoritesEncrusting,1,1,0
TT,12,PoritesEncrusting,2,1,1
TT,12,PoritesEncrusting,6,1,5
TT,12,PoritesEncrusting,6,1,5
TT,12,PoritesEncrusting,6,1,5
TT,12,PoritesEncrusting,6,1,5
TT,12,PoritesEncrusting,6,1,5
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,1,0
BB,6,PoritesEncrusting with upgrowth,1,2,-1
BB,6,PoritesEncrusting with upgrowth,1,3,-2
BB,6,PoritesEncrusting with upgrowth,1,6,-5
SBHR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,1,1,0
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,2,1,1
SBSR,6,PoritesEncrusting with upgrowth,3,1,2
SBSR,6,PoritesEncrusting with upgrowth,3,1,2
SBSR,6,PoritesEncrusting with upgrowth,3,1,2
SBSR,6,PoritesEncrusting with upgrowth,3,1,2
SBSR,6,PoritesEncrusting with upgrowth,3,1,2
SBSR,6,PoritesEncrusting with upgrowth,3,1,2
SBSR,6,PoritesEncrusting with upgrowth,3,1,2
SBSR,6,PoritesEncrusting with upgrowth,3,1,2
SBSR,6,PoritesEncrusting with upgrowth,3,1,2
SBSR,6,PoritesEncrusting with upgrowth,3,1,2
SBSR,6,PoritesEncrusting with upgrowth,3,1,2
SBSR,6,PoritesEncrusting with upgrowth,3,1,2
SBSR,6,PoritesEncrusting with upgrowth,3,1,2
SBSR,6,PoritesEncrusting with upgrowth,3,1,2
SBSR,6,PoritesEncrusting with upgrowth,4,1,3
SBSR,6,PoritesEncrusting with upgrowth,4,1,3
SBSR,6,PoritesEncrusting with upgrowth,4,1,3
SBSR,6,PoritesEncrusting with upgrowth,4,1,3
SBSR,6,PoritesEncrusting with upgrowth,4,1,3
SBSR,6,PoritesEncrusting with upgrowth,4,1,3
SBSR,6,PoritesEncrusting with upgrowth,4,1,3
SBSR,6,PoritesEncrusting with upgrowth,5,1,4
SBSR,6,PoritesEncrusting with upgrowth,5,1,4
SBSR,6,PoritesEncrusting with upgrowth,5,1,4
SBSR,6,PoritesEncrusting with upgrowth,5,1,4
SBSR,6,PoritesEncrusting with upgrowth,5,1,4
SBSR,6,PoritesEncrusting with upgrowth,5,1,4
SBSR,6,PoritesEncrusting with upgrowth,5,1,4
SBSR,6,PoritesEncrusting with upgrowth,5,1,4
SBSR,6,PoritesEncrusting with upgrowth,5,1,4
SBSR,6,PoritesEncrusting with upgrowth,5,1,4
SBSR,6,PoritesEncrusting with upgrowth,5,2,3
SBSR,6,PoritesEncrusting with upgrowth,5,2,3
SBSR,6,PoritesEncrusting with upgrowth,5,2,3
SBSR,6,PoritesEncrusting with upgrowth,5,2,3
SBSR,6,PoritesEncrusting with upgrowth,5,2,3
SBSR,6,PoritesEncrusting with upgrowth,5,2,3
SBSR,6,PoritesEncrusting with upgrowth,5,2,3
SBSR,6,PoritesEncrusting with upgrowth,5,2,3
SBSR,6,PoritesEncrusting with upgrowth,5,2,3
SBSR,6,PoritesEncrusting with upgrowth,5,2,3
SBSR,6,PoritesEncrusting with upgrowth,5,2,3
SBSR,6,PoritesEncrusting with upgrowth,5,2,3
SBSR,6,PoritesEncrusting with upgrowth,5,2,3
SBSR,6,PoritesEncrusting with upgrowth,5,3,2
